Hugo_Symbol	refseq.ID	protein.ID	aa.length
SEC61G	NM_014302	NP_055117	68
SEC62	NM_003262	NP_003253	399
SEC63	NM_007214	NP_009145	760
SECISBP2	NM_024077	NP_076982	854
SECISBP2L	NM_001193489	NP_001180418	1101
SEH1L	NM_001013437	NP_001013455	421
SEL1L	NM_005065	NP_005056	794
SEL1L2	NM_001271539	NP_001258468	575
SEL1L3	NM_015187	NP_056002	1132
SELE	NM_000450	NP_000441	610
SELENBP1	NM_001258289	NP_001245218	514
SELK	NM_021237	NP_067060	94
SELL	NM_000655	NP_000646	385
SELM	NM_080430	NP_536355	145
SELO	NM_031454	NP_113642	669
SELP	NM_003005	NP_002996	830
SELRC1	NM_023077	NP_075565	231
SELT	NM_016275	NP_057359	195
SELV	NM_182704	NP_874363	346
SEMA3A	NM_006080	NP_006071	771
SEMA3B	NM_004636	NP_004627	749
SEMA3C	NM_006379	NP_006370	751
SEMA3D	NM_152754	NP_689967	777
SEMA3E	NM_012431	NP_036563	775
SEMA3F	NM_004186	NP_004177	785
SEMA3G	NM_020163	NP_064548	782
SEMA4A	NM_022367	NP_071762	761
SEMA4B	NM_020210	NP_064595	837
SEMA4C	NM_017789	NP_060259	833
SEMA4D	NM_006378	NP_006369	862
SEMA4F	NM_004263	NP_004254	770
SEMA4G	NM_017893	NP_060363	843
SEMA5A	NM_003966	NP_003957	1074
SEMA5B	NM_001256347	NP_001243276	1205
SEMA6A	NM_020796	NP_065847	1030
SEMA6B	NM_032108	NP_115484	888
SEMA6C	NM_001178061	NP_001171532	962
SEMA6D	NM_153618	NP_705871	1073
SEMA7A	NM_003612	NP_003603	666
SEMG1	NM_003007	NP_002998	462
SEMG2	NM_003008	NP_002999	582
SENP1	NM_001267595	NP_001254524	644
SENP2	NM_021627	NP_067640	589
SENP3	NM_015670	NP_056485	574
SENP5	NM_152699	NP_689912	755
SENP6	NM_015571	NP_056386	1112
SENP7	NM_020654	NP_065705	1050
SENP8	NM_145204	NP_660205	212
SEP15	NM_004261	NP_004252	165
SEPHS1	NM_012247	NP_036379	392
SEPHS2	NM_012248	NP_036380	448
SEPN1	NM_020451	NP_065184	590
SEPP1	NM_001093726	NP_001087195	411
SEPSECS	NM_016955	NP_058651	501
SEPT1	NM_052838	NP_443070	372
SEPT10	NM_144710	NP_653311	454
SEPT11	NM_018243	NP_060713	429
SEPT12	NM_144605	NP_653206	358
SEPT14	NM_207366	NP_997249	432
SEPT2	NM_001008491	NP_001008491	361
SEPT3	NM_145733	NP_663786	358
SEPT4	NM_001256782	NP_001243711	493
SEPT5	NM_002688	NP_002679	369
SEPT6	NM_015129	NP_055944	434
SEPT7	NM_001788	NP_001779	437
SEPT8	NM_001098811	NP_001092281	483
SEPT9	NM_001113491	NP_001106963	586
SEPW1	NM_003009	NP_003000	87
SERAC1	NM_032861	NP_116250	654
SERBP1	NM_001018067	NP_001018077	408
SERF1A	NM_021967	NP_068802	110
SERF1B	NM_022978	NP_075267	110
SERF2	NM_001199875	NP_001186804	170
SERGEF	NM_012139	NP_036271	458
SERHL2	NM_014509	NP_055324	314
SERINC1	NM_020755	NP_065806	453
SERINC2	NM_001199038	NP_001185967	464
SERINC3	NM_006811	NP_006802	473
SERINC4	NM_001258031	NP_001244960	518
SERINC5	NM_001174072	NP_001167543	461
SERP1	NM_014445	NP_055260	66
SERP2	NM_001010897	NP_001010897	65
SERPINA1	NM_000295	NP_000286	418
SERPINA10	NM_016186	NP_057270	444
SERPINA11	NM_001080451	NP_001073920	422
SERPINA12	NM_173850	NP_776249	414
SERPINA3	NM_001085	NP_001076	423
SERPINA4	NM_006215	NP_006206	427
SERPINA5	NM_000624	NP_000615	406
SERPINA6	NM_001756	NP_001747	405
SERPINA7	NM_000354	NP_000345	415
SERPINA9	NM_175739	NP_783866	435
SERPINB1	NM_030666	NP_109591	379
SERPINB10	NM_005024	NP_005015	397
SERPINB11	NM_080475	NP_536723	392
SERPINB12	NM_080474	NP_536722	405
SERPINB13	NM_012397	NP_036529	391
SERPINB2	NM_002575	NP_002566	415
SERPINB3	NM_006919	NP_008850	390
SERPINB4	NM_002974	NP_002965	390
SERPINB5	NM_002639	NP_002630	375
SERPINB6	NM_004568	NP_004559	376
SERPINB7	NM_003784	NP_003775	380
SERPINB8	NM_198833	NP_942130	374
SERPINB9	NM_004155	NP_004146	376
SERPINC1	NM_000488	NP_000479	464
SERPIND1	NM_000185	NP_000176	499
SERPINE1	NM_000602	NP_000593	402
SERPINE2	NM_001136530	NP_001130002	409
SERPINE3	NM_001101320	NP_001094790	424
SERPINF1	NM_002615	NP_002606	418
SERPINF2	NM_000934	NP_000925	491
SERPING1	NM_000062	NP_000053	500
SERPINH1	NM_001207014	NP_001193943	418
SERPINI1	NM_005025	NP_005016	410
SERPINI2	NM_006217	NP_006208	405
SERTAD1	NM_013376	NP_037508	236
SERTAD2	NM_014755	NP_055570	314
SERTAD3	NM_013368	NP_037500	196
SERTAD4	NM_019605	NP_062551	356
SESN1	NM_014454	NP_055269	551
SESN2	NM_031459	NP_113647	480
SESN3	NM_144665	NP_653266	492
SESTD1	NM_178123	NP_835224	696
SET	NM_001122821	NP_001116293	290
SETD1A	NM_014712	NP_055527	1707
SETD1B	NM_015048	NP_055863	1923
SETD2	NM_014159	NP_054878	2564
SETD3	NM_032233	NP_115609	594
SETD4	NM_017438	NP_059134	440
SETD5	NM_001080517	NP_001073986	1442
SETD6	NM_001160305	NP_001153777	473
SETD7	NM_030648	NP_085151	366
SETD8	NM_020382	NP_065115	352
SETD9	NM_153706	NP_714917	299
SETDB1	NM_001145415	NP_001138887	1291
SETDB2	NM_031915	NP_114121	719
SETMAR	NM_006515	NP_006506	684
SETX	NM_015046	NP_055861	2677
SEZ6	NM_178860	NP_849191	994
SEZ6L	NM_021115	NP_066938	1024
SEZ6L2	NM_001243332	NP_001230261	923
SF1	NM_001178030	NP_001171501	673
SF3A1	NM_005877	NP_005868	793
SF3A2	NM_007165	NP_009096	464
SF3A3	NM_006802	NP_006793	501
SF3B1	NM_012433	NP_036565	1304
SF3B14	NM_016047	NP_057131	125
SF3B2	NM_006842	NP_006833	895
SF3B3	NM_012426	NP_036558	1217
SF3B4	NM_005850	NP_005841	424
SF3B5	NM_031287	NP_112577	86
SFI1	NM_001007467	NP_001007468	1242
SFMBT1	NM_016329	NP_057413	866
SFMBT2	NM_001029880	NP_001025051	894
SFN	NM_006142	NP_006133	248
SFPQ	NM_005066	NP_005057	707
SFR1	NM_001002759	NP_001002759	245
SFRP1	NM_003012	NP_003003	314
SFRP2	NM_003013	NP_003004	295
SFRP4	NM_003014	NP_003005	346
SFRP5	NM_003015	NP_003006	317
SFSWAP	NM_001261411	NP_001248340	1003
SFT2D1	NM_145169	NP_660152	159
SFT2D2	NM_199344	NP_955376	160
SFTPA1	NM_001093770	NP_001087239	263
SFTPA2	NM_001098668	NP_001092138	248
SFTPB	NM_198843	NP_942140	393
SFTPC	NM_003018	NP_003009	197
SFTPD	NM_003019	NP_003010	375
SFXN1	NM_022754	NP_073591	322
SFXN2	NM_178858	NP_849189	322
SFXN3	NM_030971	NP_112233	325
SFXN4	NM_213649	NP_998814	337
SFXN5	NM_144579	NP_653180	340
SGCA	NM_000023	NP_000014	387
SGCB	NM_000232	NP_000223	318
SGCD	NM_000337	NP_000328	290
SGCE	NM_001099401	NP_001092871	462
SGCG	NM_000231	NP_000222	291
SGCZ	NM_139167	NP_631906	312
SGIP1	NM_032291	NP_115667	828
SGK1	NM_001143676	NP_001137148	526
SGK110	NM_001199824	NP_001186753	359
SGK196	NM_032237	NP_115613	350
SGK2	NM_016276	NP_057360	427
SGK223	NM_001080826	NP_001074295	1402
SGK3	NM_013257	NP_037389	496
SGK494	NM_001174103	NP_001167574	410
SGMS1	NM_147156	NP_671512	413
SGMS2	NM_152621	NP_689834	365
SGOL1	NM_001199252	NP_001186181	561
SGOL2	NM_152524	NP_689737	1265
SGPL1	NM_003901	NP_003892	568
SGPP1	NM_030791	NP_110418	441
SGPP2	NM_152386	NP_689599	399
SGSH	NM_000199	NP_000190	502
SGSM1	NM_001039948	NP_001035037	1148
SGSM2	NM_014853	NP_055668	1051
SGSM3	NM_015705	NP_056520	749
SGTA	NM_003021	NP_003012	313
SGTB	NM_019072	NP_061945	304
SH2B1	NM_001145795	NP_001139267	756
SH2B2	NM_020979	NP_066189	675
SH2B3	NM_005475	NP_005466	575
SH2D1A	NM_002351	NP_002342	128
SH2D1B	NM_053282	NP_444512	132
SH2D2A	NM_001161441	NP_001154913	399
SH2D3A	NM_005490	NP_005481	576
SH2D3C	NM_170600	NP_733745	860
SH2D4A	NM_022071	NP_071354	454
SH2D5	NM_001103161	NP_001096631	423
SH2D6	NM_198482	NP_940884	175
SH2D7	NM_001101404	NP_001094874	451
SH3BGR	NM_007341	NP_031367	239
SH3BGRL	NM_003022	NP_003013	114
SH3BGRL2	NM_031469	NP_113657	107
SH3BGRL3	NM_031286	NP_112576	93
SH3BP1	NM_018957	NP_061830	701
SH3BP2	NM_001145856	NP_001139328	618
SH3BP4	NM_014521	NP_055336	963
SH3BP5	NM_004844	NP_004835	455
SH3BP5L	NM_030645	NP_085148	393
SH3D19	NM_001009555	NP_001009555	790
SH3D21	NM_001162530	NP_001156002	756
SH3GL1	NM_003025	NP_003016	368
SH3GL2	NM_003026	NP_003017	352
SH3GL3	NM_003027	NP_003018	347
SH3GLB1	NM_001206651	NP_001193580	394
SH3GLB2	NM_020145	NP_064530	395
SH3KBP1	NM_031892	NP_114098	665
SH3PXD2A	NM_014631	NP_055446	1105
SH3PXD2B	NM_001017995	NP_001017995	911
SH3RF1	NM_020870	NP_065921	888
SH3RF2	NM_152550	NP_689763	729
SH3RF3	NM_001099289	NP_001092759	882
SH3TC1	NM_018986	NP_061859	1336
SH3TC2	NM_024577	NP_078853	1288
SH3YL1	NM_015677	NP_056492	342
SHANK1	NM_016148	NP_057232	2161
SHANK2	NM_012309	NP_036441	1849
SHANK3	NM_033517	NP_277052	1731
SHARPIN	NM_030974	NP_112236	387
SHB	NM_003028	NP_003019	509
SHBG	NM_001040	NP_001031	402
SHC1	NM_001130040	NP_001123512	584
SHC2	NM_012435	NP_036567	582
SHC3	NM_016848	NP_058544	594
SHC4	NM_203349	NP_976224	630
SHCBP1	NM_024745	NP_079021	672
SHCBP1L	NM_030933	NP_112195	653
SHD	NM_020209	NP_064594	340
SHE	NM_001010846	NP_001010846	495
SHF	NM_138356	NP_612365	423
SHH	NM_000193	NP_000184	462
SHISA2	NM_001007538	NP_001007539	295
SHISA3	NM_001080505	NP_001073974	238
SHISA4	NM_198149	NP_937792	197
SHISA5	NM_016479	NP_057563	240
SHISA6	NM_207386	NP_997269	551
SHISA7	NM_001145176	NP_001138648	538
SHISA8	NM_001207020	NP_001193949	397
SHISA9	NM_001145204	NP_001138676	424
SHKBP1	NM_138392	NP_612401	707
SHMT1	NM_004169	NP_004160	483
SHMT2	NM_005412	NP_005403	504
SHOC2	NM_007373	NP_031399	582
SHOX	NM_000451	NP_000442	292
SHOX2	NM_003030	NP_003021	355
SHPK	NM_013276	NP_037408	478
SHPRH	NM_001042683	NP_001036148	1683
SHQ1	NM_018130	NP_060600	577
SHROOM1	NM_001172700	NP_001166171	852
SHROOM2	NM_001649	NP_001640	1616
SHROOM3	NM_020859	NP_065910	1996
SHROOM4	NM_020717	NP_065768	1493
SI	NM_001041	NP_001032	1827
SIAE	NM_170601	NP_733746	523
SIAH1	NM_001006610	NP_001006611	313
SIAH2	NM_005067	NP_005058	324
SIAH3	NM_198849	NP_942146	269
SIDT1	NM_017699	NP_060169	827
SIDT2	NM_001040455	NP_001035545	832
SIGIRR	NM_021805	NP_068577	410
SIGLEC1	NM_023068	NP_075556	1709
SIGLEC10	NM_033130	NP_149121	697
SIGLEC11	NM_052884	NP_443116	698
SIGLEC12	NM_053003	NP_443729	595
SIGLEC14	NM_001098612	NP_001092082	396
SIGLEC15	NM_213602	NP_998767	328
SIGLEC5	NM_003830	NP_003821	551
SIGLEC6	NM_001245	NP_001236	453
SIGLEC7	NM_014385	NP_055200	467
SIGLEC8	NM_014442	NP_055257	499
SIGLEC9	NM_001198558	NP_001185487	479
SIGMAR1	NM_005866	NP_005857	223
SIK1	NM_173354	NP_775490	783
SIK2	NM_015191	NP_056006	926
SIK3	NM_025164	NP_079440	1263
SIKE1	NM_001102396	NP_001095866	211
SIL1	NM_001037633	NP_001032722	461
SIM1	NM_005068	NP_005059	766
SIM2	NM_005069	NP_005060	667
SIN3A	NM_001145357	NP_001138829	1273
SIN3B	NM_015260	NP_056075	1162
SIPA1	NM_006747	NP_006738	1042
SIPA1L1	NM_015556	NP_056371	1804
SIPA1L2	NM_020808	NP_065859	1722
SIPA1L3	NM_015073	NP_055888	1781
SIRPA	NM_001040022	NP_001035111	504
SIRPB1	NM_006065	NP_006056	398
SIRPB2	NM_001122962	NP_001116434	342
SIRPD	NM_178460	NP_848555	197
SIRPG	NM_018556	NP_061026	387
SIRT1	NM_012238	NP_036370	747
SIRT2	NM_012237	NP_036369	389
SIRT3	NM_012239	NP_036371	399
SIRT4	NM_012240	NP_036372	314
SIRT5	NM_012241	NP_036373	310
SIRT6	NM_016539	NP_057623	355
SIRT7	NM_016538	NP_057622	400
SIVA1	NM_006427	NP_006418	175
SIX1	NM_005982	NP_005973	284
SIX2	NM_016932	NP_058628	291
SIX3	NM_005413	NP_005404	332
SIX4	NM_017420	NP_059116	781
SIX5	NM_175875	NP_787071	739
SIX6	NM_007374	NP_031400	246
SKA1	NM_145060	NP_659497	255
SKAP1	NM_003726	NP_003717	359
SKAP2	NM_003930	NP_003921	359
SKI	NM_003036	NP_003027	728
SKIDA1	NM_207371	NP_997254	908
SKIL	NM_005414	NP_005405	684
SKIV2L	NM_006929	NP_008860	1246
SKIV2L2	NM_015360	NP_056175	1042
SKOR1	NM_001258024	NP_001244953	868
SKP1	NM_170679	NP_733779	163
SKP2	NM_005983	NP_005974	424
SLA	NM_006748	NP_006739	316
SLA2	NM_032214	NP_115590	261
SLAIN2	NM_020846	NP_065897	581
SLAMF1	NM_003037	NP_003028	335
SLAMF6	NM_001184714	NP_001171643	332
SLAMF7	NM_021181	NP_067004	335
SLAMF8	NM_020125	NP_064510	285
SLAMF9	NM_033438	NP_254273	289
SLBP	NM_006527	NP_006518	270
SLC10A1	NM_003049	NP_003040	349
SLC10A2	NM_000452	NP_000443	348
SLC10A3	NM_019848	NP_062822	477
SLC10A4	NM_152679	NP_689892	437
SLC10A5	NM_001010893	NP_001010893	438
SLC10A6	NM_197965	NP_932069	377
SLC10A7	NM_001029998	NP_001025169	340
SLC11A1	NM_000578	NP_000569	550
SLC11A2	NM_001174125	NP_001167596	590
SLC12A1	NM_000338	NP_000329	1099
SLC12A2	NM_001046	NP_001037	1212
SLC12A3	NM_000339	NP_000330	1030
SLC12A4	NM_001145962	NP_001139434	1087
SLC12A5	NM_001134771	NP_001128243	1139
SLC12A6	NM_133647	NP_598408	1150
SLC12A7	NM_006598	NP_006589	1083
SLC12A8	NM_024628	NP_078904	714
SLC12A9	NM_020246	NP_064631	914
SLC13A1	NM_022444	NP_071889	595
SLC13A2	NM_001145975	NP_001139447	641
SLC13A3	NM_022829	NP_073740	602
SLC13A4	NM_012450	NP_036582	626
SLC13A5	NM_177550	NP_808218	568
SLC14A1	NM_001146037	NP_001139509	445
SLC14A2	NM_007163	NP_009094	920
SLC15A1	NM_005073	NP_005064	708
SLC15A2	NM_021082	NP_066568	729
SLC15A3	NM_016582	NP_057666	581
SLC15A4	NM_145648	NP_663623	577
SLC15A5	NM_001170798	NP_001164269	579
SLC16A1	NM_003051	NP_003042	500
SLC16A10	NM_018593	NP_061063	515
SLC16A11	NM_153357	NP_699188	471
SLC16A12	NM_213606	NP_998771	516
SLC16A13	NM_201566	NP_963860	426
SLC16A14	NM_152527	NP_689740	510
SLC16A2	NM_006517	NP_006508	539
SLC16A3	NM_004207	NP_004198	465
SLC16A4	NM_004696	NP_004687	487
SLC16A5	NM_004695	NP_004686	505
SLC16A6	NM_004694	NP_004685	523
SLC16A7	NM_004731	NP_004722	478
SLC16A8	NM_013356	NP_037488	504
SLC16A9	NM_194298	NP_919274	509
SLC17A1	NM_005074	NP_005065	467
SLC17A2	NM_005835	NP_005826	436
SLC17A3	NM_001098486	NP_001091956	498
SLC17A4	NM_005495	NP_005486	497
SLC17A5	NM_012434	NP_036566	495
SLC17A6	NM_020346	NP_065079	582
SLC17A7	NM_020309	NP_064705	560
SLC17A8	NM_139319	NP_647480	589
SLC17A9	NM_022082	NP_071365	436
SLC18A1	NM_003053	NP_003044	525
SLC18A2	NM_003054	NP_003045	514
SLC18A3	NM_003055	NP_003046	532
SLC18B1	NM_052831	NP_439896	456
SLC19A1	NM_194255	NP_919231	591
SLC19A2	NM_006996	NP_008927	497
SLC19A3	NM_025243	NP_079519	496
SLC1A1	NM_004170	NP_004161	524
SLC1A2	NM_004171	NP_004162	574
SLC1A3	NM_004172	NP_004163	542
SLC1A4	NM_003038	NP_003029	532
SLC1A5	NM_005628	NP_005619	541
SLC1A6	NM_005071	NP_005062	564
SLC1A7	NM_006671	NP_006662	560
SLC20A1	NM_005415	NP_005406	679
SLC20A2	NM_001257180	NP_001244109	652
SLC22A1	NM_003057	NP_003048	554
SLC22A10	NM_001039752	NP_001034841	541
SLC22A11	NM_018484	NP_060954	550
SLC22A12	NM_144585	NP_653186	553
SLC22A13	NM_004256	NP_004247	551
SLC22A14	NM_004803	NP_004794	594
SLC22A15	NM_018420	NP_060890	547
SLC22A16	NM_033125	NP_149116	577
SLC22A17	NM_020372	NP_065105	538
SLC22A18	NM_183233	NP_899056	424
SLC22A2	NM_003058	NP_003049	555
SLC22A20	NM_001004326	NP_001004326	349
SLC22A23	NM_015482	NP_056297	686
SLC22A24	NM_001136506	NP_001129978	552
SLC22A25	NM_199352	NP_955384	547
SLC22A3	NM_021977	NP_068812	556
SLC22A31	NM_001242757	NP_001229686	338
SLC22A4	NM_003059	NP_003050	551
SLC22A5	NM_003060	NP_003051	557
SLC22A6	NM_004790	NP_004781	563
SLC22A7	NM_153320	NP_696961	548
SLC22A8	NM_004254	NP_004245	542
SLC22A9	NM_080866	NP_543142	553
SLC23A1	NM_152685	NP_689898	602
SLC23A2	NM_005116	NP_005107	650
SLC23A3	NM_001144890	NP_001138362	618
SLC24A1	NM_004727	NP_004718	1099
SLC24A2	NM_020344	NP_065077	661
SLC24A3	NM_020689	NP_065740	644
SLC24A4	NM_153646	NP_705932	622
SLC24A5	NM_205850	NP_995322	500
SLC24A6	NM_024959	NP_079235	584
SLC25A1	NM_001256534	NP_001243463	318
SLC25A10	NM_001270953	NP_001257882	406
SLC25A11	NM_003562	NP_003553	314
SLC25A12	NM_003705	NP_003696	678
SLC25A13	NM_001160210	NP_001153682	676
SLC25A14	NM_003951	NP_003942	325
SLC25A15	NM_014252	NP_055067	301
SLC25A16	NM_152707	NP_689920	332
SLC25A17	NM_006358	NP_006349	307
SLC25A18	NM_031481	NP_113669	315
SLC25A19	NM_021734	NP_068380	320
SLC25A2	NM_031947	NP_114153	301
SLC25A20	NM_000387	NP_000378	301
SLC25A21	NM_030631	NP_085134	299
SLC25A22	NM_024698	NP_078974	323
SLC25A23	NM_024103	NP_077008	468
SLC25A24	NM_013386	NP_037518	477
SLC25A25	NM_001006641	NP_001006642	503
SLC25A26	NM_173471	NP_775742	274
SLC25A27	NM_004277	NP_004268	323
SLC25A28	NM_031212	NP_112489	364
SLC25A29	NM_001039355	NP_001034444	303
SLC25A3	NM_005888	NP_005879	362
SLC25A30	NM_001010875	NP_001010875	291
SLC25A31	NM_031291	NP_112581	315
SLC25A32	NM_030780	NP_110407	315
SLC25A33	NM_032315	NP_115691	321
SLC25A34	NM_207348	NP_997231	304
SLC25A35	NM_201520	NP_958928	295
SLC25A36	NM_001104647	NP_001098117	311
SLC25A37	NM_016612	NP_057696	338
SLC25A38	NM_017875	NP_060345	304
SLC25A39	NM_001143780	NP_001137252	359
SLC25A4	NM_001151	NP_001142	298
SLC25A40	NM_018843	NP_061331	338
SLC25A41	NM_173637	NP_775908	370
SLC25A42	NM_178526	NP_848621	318
SLC25A43	NM_145305	NP_660348	341
SLC25A44	NM_014655	NP_055470	314
SLC25A45	NM_182556	NP_872362	288
SLC25A46	NM_138773	NP_620128	418
SLC25A47	NM_207117	NP_997000	308
SLC25A48	NM_145282	NP_660325	157
SLC25A5	NM_001152	NP_001143	298
SLC25A51	NM_033412	NP_219480	297
SLC25A52	NM_001034172	NP_001029344	307
SLC25A53	NM_001012755	NP_001012773	307
SLC25A6	NM_001636	NP_001627	298
SLC26A1	NM_022042	NP_071325	701
SLC26A10	NM_133489	NP_597996	563
SLC26A11	NM_001166347	NP_001159819	606
SLC26A2	NM_000112	NP_000103	739
SLC26A3	NM_000111	NP_000102	764
SLC26A4	NM_000441	NP_000432	780
SLC26A5	NM_198999	NP_945350	744
SLC26A6	NM_022911	NP_075062	759
SLC26A7	NM_134266	NP_599028	663
SLC26A8	NM_001193476	NP_001180405	970
SLC26A9	NM_134325	NP_599152	887
SLC27A1	NM_198580	NP_940982	646
SLC27A2	NM_003645	NP_003636	620
SLC27A3	NM_024330	NP_077306	730
SLC27A4	NM_005094	NP_005085	643
SLC27A5	NM_012254	NP_036386	690
SLC27A6	NM_014031	NP_054750	619
SLC28A1	NM_004213	NP_004204	649
SLC28A2	NM_004212	NP_004203	658
SLC28A3	NM_001199633	NP_001186562	691
SLC29A1	NM_004955	NP_004946	456
SLC29A2	NM_001532	NP_001523	456
SLC29A3	NM_018344	NP_060814	475
SLC29A4	NM_153247	NP_694979	530
SLC2A1	NM_006516	NP_006507	492
SLC2A10	NM_030777	NP_110404	541
SLC2A11	NM_030807	NP_110434	503
SLC2A12	NM_145176	NP_660159	617
SLC2A13	NM_052885	NP_443117	648
SLC2A14	NM_153449	NP_703150	520
SLC2A2	NM_000340	NP_000331	524
SLC2A3	NM_006931	NP_008862	496
SLC2A4	NM_001042	NP_001033	509
SLC2A5	NM_003039	NP_003030	501
SLC2A6	NM_017585	NP_060055	507
SLC2A7	NM_207420	NP_997303	512
SLC2A8	NM_014580	NP_055395	477
SLC2A9	NM_020041	NP_064425	540
SLC30A1	NM_021194	NP_067017	507
SLC30A10	NM_018713	NP_061183	485
SLC30A2	NM_001004434	NP_001004434	372
SLC30A3	NM_003459	NP_003450	388
SLC30A4	NM_013309	NP_037441	429
SLC30A5	NM_022902	NP_075053	765
SLC30A6	NM_001193513	NP_001180442	501
SLC30A7	NM_133496	NP_598003	376
SLC30A8	NM_173851	NP_776250	369
SLC30A9	NM_006345	NP_006336	568
SLC31A1	NM_001859	NP_001850	190
SLC31A2	NM_001860	NP_001851	143
SLC32A1	NM_080552	NP_542119	525
SLC33A1	NM_004733	NP_004724	549
SLC34A1	NM_003052	NP_003043	639
SLC34A2	NM_006424	NP_006415	690
SLC34A3	NM_080877	NP_543153	599
SLC35A1	NM_006416	NP_006407	337
SLC35A2	NM_005660	NP_005651	396
SLC35A3	NM_012243	NP_036375	325
SLC35A4	NM_080670	NP_542401	324
SLC35A5	NM_017945	NP_060415	424
SLC35B1	NM_005827	NP_005818	322
SLC35B2	NM_178148	NP_835361	432
SLC35B3	NM_015948	NP_057032	401
SLC35B4	NM_032826	NP_116215	331
SLC35C1	NM_018389	NP_060859	364
SLC35C2	NM_015945	NP_057029	365
SLC35D1	NM_015139	NP_055954	355
SLC35D2	NM_007001	NP_008932	337
SLC35D3	NM_001008783	NP_001008783	416
SLC35E1	NM_024881	NP_079157	410
SLC35E2	NM_182838	NP_878258	266
SLC35E2B	NM_001110781	NP_001104251	405
SLC35E3	NM_018656	NP_061126	313
SLC35E4	NM_001001479	NP_001001479	350
SLC35F1	NM_001029858	NP_001025029	408
SLC35F2	NM_017515	NP_059985	374
SLC35F4	NM_001206920	NP_001193849	484
SLC35F5	NM_025181	NP_079457	523
SLC35G1	NM_001134658	NP_001128130	365
SLC35G2	NM_001097600	NP_001091069	412
SLC35G6	NM_001102614	NP_001096084	338
SLC36A1	NM_078483	NP_510968	476
SLC36A2	NM_181776	NP_861441	483
SLC36A3	NM_001145017	NP_001138489	511
SLC36A4	NM_152313	NP_689526	504
SLC37A1	NM_018964	NP_061837	533
SLC37A2	NM_198277	NP_938018	505
SLC37A3	NM_207113	NP_996996	494
SLC37A4	NM_001164278	NP_001157750	451
SLC38A1	NM_030674	NP_109599	487
SLC38A10	NM_001037984	NP_001033073	1119
SLC38A11	NM_001199148	NP_001186077	406
SLC38A2	NM_018976	NP_061849	506
SLC38A3	NM_006841	NP_006832	504
SLC38A4	NM_018018	NP_060488	547
SLC38A5	NM_033518	NP_277053	472
SLC38A6	NM_001172702	NP_001166173	521
SLC38A7	NM_018231	NP_060701	462
SLC38A8	NM_001080442	NP_001073911	435
SLC38A9	NM_173514	NP_775785	561
SLC39A1	NM_014437	NP_055252	324
SLC39A10	NM_020342	NP_065075	831
SLC39A11	NM_001159770	NP_001153242	342
SLC39A12	NM_001145195	NP_001138667	691
SLC39A13	NM_001128225	NP_001121697	371
SLC39A14	NM_015359	NP_056174	492
SLC39A2	NM_014579	NP_055394	309
SLC39A3	NM_144564	NP_653165	314
SLC39A4	NM_130849	NP_570901	647
SLC39A5	NM_173596	NP_775867	540
SLC39A6	NM_012319	NP_036451	755
SLC39A7	NM_006979	NP_008910	469
SLC39A8	NM_001135146	NP_001128618	460
SLC39A9	NM_018375	NP_060845	307
SLC3A1	NM_000341	NP_000332	685
SLC3A2	NM_001012662	NP_001012680	631
SLC40A1	NM_014585	NP_055400	571
SLC41A1	NM_173854	NP_776253	513
SLC41A2	NM_032148	NP_115524	573
SLC41A3	NM_001008485	NP_001008485	507
SLC43A1	NM_003627	NP_003618	559
SLC43A2	NM_152346	NP_689559	569
SLC44A1	NM_080546	NP_536856	657
SLC44A2	NM_020428	NP_065161	706
SLC44A3	NM_001114106	NP_001107578	653
SLC44A4	NM_025257	NP_079533	710
SLC44A5	NM_152697	NP_689910	719
SLC45A1	NM_001080397	NP_001073866	748
SLC45A2	NM_016180	NP_057264	530
SLC45A3	NM_033102	NP_149093	553
SLC45A4	NM_001080431	NP_001073900	798
SLC46A1	NM_080669	NP_542400	459
SLC46A2	NM_033051	NP_149040	475
SLC46A3	NM_001135919	NP_001129391	463
SLC47A1	NM_018242	NP_060712	570
SLC47A2	NM_152908	NP_690872	602
SLC4A1	NM_000342	NP_000333	911
SLC4A10	NM_001178015	NP_001171486	1118
SLC4A11	NM_001174090	NP_001167561	918
SLC4A1AP	NM_018158	NP_060628	796
SLC4A2	NM_003040	NP_003031	1241
SLC4A3	NM_201574	NP_963868	1259
SLC4A4	NM_001134742	NP_001128214	1094
SLC4A5	NM_021196	NP_067019	1137
SLC4A7	NM_003615	NP_003606	1214
SLC4A8	NM_001039960	NP_001035049	1093
SLC4A9	NM_001258428	NP_001245357	983
SLC50A1	NM_018845	NP_061333	221
SLC51A	NM_152672	NP_689885	340
SLC52A1	NM_001104577	NP_001098047	448
SLC52A2	NM_024531	NP_078807	445
SLC52A3	NM_033409	NP_212134	469
SLC5A1	NM_000343	NP_000334	664
SLC5A10	NM_152351	NP_689564	612
SLC5A11	NM_052944	NP_443176	675
SLC5A12	NM_178498	NP_848593	618
SLC5A2	NM_003041	NP_003032	672
SLC5A3	NM_006933	NP_008864	718
SLC5A4	NM_014227	NP_055042	659
SLC5A5	NM_000453	NP_000444	643
SLC5A6	NM_021095	NP_066918	635
SLC5A7	NM_021815	NP_068587	580
SLC5A8	NM_145913	NP_666018	610
SLC5A9	NM_001135181	NP_001128653	706
SLC6A1	NM_003042	NP_003033	599
SLC6A11	NM_014229	NP_055044	632
